"RelPath","Outer","Inner","OuterLen","InnerLen","OuterWrite","InnerWrite"
"backend\common\services\__pycache__\permission_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\services\__pycache__\permission_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\__pycache__\permission_service.cpython-313.pyc","18895","15301","12-03-2026 20:07:02","16-03-2026 9:29:44"
"backend\common\services\__pycache__\policy_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\services\__pycache__\policy_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\__pycache__\policy_service.cpython-313.pyc","4522","13779","12-03-2026 20:07:02","16-03-2026 9:29:44"
"backend\common\services\permission_service.py","C:\Proyectos\Aplicacion_Colegio\backend\common\services\permission_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\permission_service.py","23697","20062","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\common\services\policy_service.py","C:\Proyectos\Aplicacion_Colegio\backend\common\services\policy_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\policy_service.py","3501","11789","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\common\utils\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\__init__.cpython-313.pyc","161","180","12-03-2026 20:07:01","16-03-2026 9:29:43"
"backend\common\utils\__pycache__\auth_helpers.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\auth_helpers.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\auth_helpers.cpython-313.pyc","6941","6979","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\common\utils\__pycache__\captcha.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\captcha.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\captcha.cpython-313.pyc","1629","1648","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\common\utils\__pycache__\dashboard_helpers.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\dashboard_helpers.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\dashboard_helpers.cpython-313.pyc","4319","4338","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\common\utils\__pycache__\error_response.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\error_response.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\error_response.cpython-313.pyc","8812","8831","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\common\utils\__pycache__\report_exporters.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\__pycache__\report_exporters.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\__pycache__\report_exporters.cpython-313.pyc","18874","18893","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\common\utils\auth_helpers.py","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\auth_helpers.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\auth_helpers.py","7694","7787","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\common\utils\permissions.py","C:\Proyectos\Aplicacion_Colegio\backend\common\utils\permissions.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\utils\permissions.py","17303","17244","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\common\validations.py","C:\Proyectos\Aplicacion_Colegio\backend\common\validations.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\validations.py","16495","16666","12-03-2026 19:41:54","16-03-2026 2:44:45"
"config\__pycache__\settings.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\config\__pycache__\settings.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\config\__pycache__\settings.cpython-313.pyc","195","214","12-03-2026 20:06:38","16-03-2026 9:25:38"
"frontend\templates\academico\estudiante\perfil.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\academico\estudiante\perfil.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\academico\estudiante\perfil.html","16647","16747","16-03-2026 2:44:46","16-03-2026 2:44:45"
"frontend\templates\academico\profesor\perfil.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\academico\profesor\perfil.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\academico\profesor\perfil.html","9656","9742","16-03-2026 2:44:46","16-03-2026 2:44:45"
"frontend\templates\admin_escolar\perfil.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\admin_escolar\perfil.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\admin_escolar\perfil.html","5963","6079","16-03-2026 2:44:46","16-03-2026 2:44:45"
"frontend\templates\base_app.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\base_app.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\base_app.html","24941","25352","12-03-2026 19:41:55","16-03-2026 2:44:45"
"frontend\templates\estudiante\base_estudiante.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\estudiante\base_estudiante.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\estudiante\base_estudiante.html","13338","13747","12-03-2026 19:41:55","16-03-2026 2:44:45"
"frontend\templates\estudiante\calendario_tareas.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\estudiante\calendario_tareas.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\estudiante\calendario_tareas.html","15907","15913","12-03-2026 19:41:55","16-03-2026 2:44:45"
"frontend\templates\estudiante\mis_tareas.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\estudiante\mis_tareas.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\estudiante\mis_tareas.html","11891","11752","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\estudiante\perfil.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\estudiante\perfil.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\estudiante\perfil.html","7751","7884","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\estudiante\perfil_nuevo.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\estudiante\perfil_nuevo.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\estudiante\perfil_nuevo.html","19643","19759","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\index.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\index.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\index.html","13018","13492","12-03-2026 19:41:55","16-03-2026 2:44:46"
"frontend\templates\profesor\libro_clases.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\profesor\libro_clases.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\profesor\libro_clases.html","11611","8855","16-03-2026 3:21:46","16-03-2026 2:44:46"
"frontend\templates\profesor\mis_planificaciones.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\profesor\mis_planificaciones.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\profesor\mis_planificaciones.html","8346","8253","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\profesor\perfil.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\profesor\perfil.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\profesor\perfil.html","6800","6655","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\profesor\reportes.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\profesor\reportes.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\profesor\reportes.html","30916","18558","16-03-2026 3:21:46","16-03-2026 2:44:46"
"frontend\templates\profesor\tareas_consolidado.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\profesor\tareas_consolidado.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\profesor\tareas_consolidado.html","4101","4008","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\sidebars\sidebar_apoderado.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_apoderado.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_apoderado.html","5422","5438","16-03-2026 2:44:46","16-03-2026 2:44:46"
"frontend\templates\sidebars\sidebar_coordinador_academico.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_coordinador_academico.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_coordinador_academico.html","2976","2594","16-03-2026 3:21:46","16-03-2026 2:44:46"
"frontend\templates\sidebars\sidebar_profesor.html","C:\Proyectos\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_profesor.html","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\frontend\templates\sidebars\sidebar_profesor.html","5094","5112","16-03-2026 2:44:46","16-03-2026 2:44:46"
"tests\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\tests\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\__pycache__\__init__.cpython-313.pyc","250","269","12-03-2026 20:07:02","16-03-2026 9:29:44"
"tests\__pycache__\conftest.cpython-313-pytest-9.0.2.pyc","C:\Proyectos\Aplicacion_Colegio\tests\__pycache__\conftest.cpython-313-pytest-9.0.2.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\__pycache__\conftest.cpython-313-pytest-9.0.2.pyc","2429","2448","12-03-2026 20:07:02","16-03-2026 9:29:44"
"tests\integration\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\tests\integration\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\integration\__pycache__\__init__.cpython-313.pyc","158","177","15-03-2026 1:58:59","16-03-2026 9:29:44"
"tests\integration\__pycache__\test_v1_auth_jwt_lifecycle.cpython-313-pytest-9.0.2.pyc","C:\Proyectos\Aplicacion_Colegio\tests\integration\__pycache__\test_v1_auth_jwt_lifecycle.cpython-313-pytest-9.0.2.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\integration\__pycache__\test_v1_auth_jwt_lifecycle.cpython-313-pytest-9.0.2.pyc","6833","6852","15-03-2026 3:41:45","16-03-2026 9:29:44"
"tests\unit\accounts\test_apoderado_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\accounts\test_apoderado_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\accounts\test_apoderado_service.py","14563","15465","12-03-2026 20:09:37","16-03-2026 2:44:46"
"tests\unit\accounts\test_student_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\accounts\test_student_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\accounts\test_student_service.py","11643","12771","12-03-2026 20:09:37","16-03-2026 2:44:46"
"tests\unit\accounts\test_user_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\accounts\test_user_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\accounts\test_user_service.py","11586","16337","12-03-2026 19:41:55","16-03-2026 2:44:46"
"tests\unit\common\test_permission_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\common\test_permission_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\common\test_permission_service.py","3196","4262","12-03-2026 19:41:55","16-03-2026 2:44:46"
"tests\unit\core\test_dashboard_context_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\core\test_dashboard_context_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\core\test_dashboard_context_service.py","30975","31057","16-03-2026 2:44:46","16-03-2026 2:44:46"
"tests\unit\core\test_dashboard_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\core\test_dashboard_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\core\test_dashboard_service.py","16179","18291","12-03-2026 20:09:37","16-03-2026 2:44:46"
"tests\unit\core\test_financial_documents_service.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\core\test_financial_documents_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\core\test_financial_documents_service.py","2457","2734","12-03-2026 20:09:37","16-03-2026 2:44:46"
"tests\unit\test_onboarding_service_simple.py","C:\Proyectos\Aplicacion_Colegio\tests\unit\test_onboarding_service_simple.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\tests\unit\test_onboarding_service_simple.py","9036","10194","12-03-2026 20:09:37","16-03-2026 2:44:46"
